record_id,raw_source,raw_title,normalized_title,publication_date,source_publication,byline_or_credit,person_name_variant,muck_rack_url,original_url,url_status,evidence_status,duplicate_group_id,duplicate_status,confidence,notes
MR247,Muck Rack,Finns planer på coronatält i Jönköping,Finns planer på coronatält i Jönköping,2020-03-06,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/DVuYp/finns-planer-pa-coronatalt-i-jonkoping,https://www.svt.se/nyheter/lokalt/jonkoping/finns-planer-pa-coronatalt-i-jonkoping,original_url_found,verified_original,DG256,unique,high,"Muck Rack raw date: Mar 06, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR248,Muck Rack,Inga restriktioner för symptomfria som besökt riskområden inom äldreomsorgen,Inga restriktioner för symptomfria som besökt riskområden och arbetar inom äldreomsorgen,2020-03-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/D661I/inga-restriktioner-for-symptomfria-som-besokt-riskomraden-inom-aldreomsorgen,https://www.svt.se/nyheter/lokalt/jonkoping/inga-restriktioner-for-symptomfria-som-besokt-riskomraden-inom-aldreomsorgen,original_url_found,verified_original,DG257,unique,high,"Muck Rack raw date: Mar 04, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR249,Muck Rack,Länsstyrelsen: “Vi behöver satsa mer på våldspreventivt arbete”,Länsstyrelsen: ”Vi behöver satsa mer på våldspreventivt arbete”,2020-03-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/DT8Z8/lansstyrelsen-vi-behover-satsa-mer-pa-valdspreventivt-arbete,https://www.svt.se/nyheter/lokalt/jonkoping/lansstyrelsen-vi-behover-satsa-mer-pa-valdspreventivt-arbete,original_url_found,verified_original,DG258,unique,high,"Muck Rack raw date: Mar 03, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR250,Muck Rack,Leila: “Jag önskade att bli slagen istället för att utsättas psykiskt”,Leila: ”Jag önskade att bli slagen istället för att utsättas psykiskt”,2020-03-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/DT8fI/leila-jag-onskade-att-bli-slagen-istallet-for-att-utsattas-psykiskt,https://www.svt.se/nyheter/lokalt/jonkoping/hon-utsattes-for-vald-i-aktenskap-i-15-ar-jag-onskade-att-bli-slagen-istallet-for-att-utsattas-psykiskt,original_url_found,verified_original,DG259,unique,high,"Muck Rack raw date: Mar 03, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR251,Muck Rack,Nu börjar Eksjö-gym arbeta med 100% ren hårdträning,Nu börjar Eksjö-gym arbeta med 100 procent ren hårdträning,2020-02-25,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/mqVyr/nu-borjar-eksjo-gym-arbeta-med-100-ren-hardtraning,https://www.svt.se/nyheter/lokalt/jonkoping/eksjo-gym,original_url_found,verified_original,DG260,unique,high,"Muck Rack raw date: Feb 25, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR252,Muck Rack,Efter år av påtryckningar - nu ansluter sig gym i Jönköping till antidopningsnätverk,Efter år av påtryckningar – nu ansluter sig gym i Jönköping till antidopningsnätverk,2020-02-25,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/mqKWw/efter-ar-av-patryckningar-nu-ansluter-sig-gym-i-jonkoping-till-antidopningsnatverk,https://www.svt.se/nyheter/lokalt/jonkoping/efter-flera-ar-av-patryckningar-nu-ansluter-sig-gym-i-jonkoping-till-antidoping-natverk,original_url_found,verified_original,DG261,unique,high,"Muck Rack raw date: Feb 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR253,Muck Rack,SVT förklarar: Det här är Prodis och 100% ren hårdträning,SVT förklarar: Det här är Prodis och 100 procent ren hårdträning,2020-02-25,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/mqKqq/svt-forklarar-det-har-ar-prodis-och-100-ren-hardtraning,https://www.svt.se/nyheter/lokalt/jonkoping/svt-forklarar-det-har-ar-prodis-och-100-ren-hardtraning,original_url_found,verified_original,DG262,unique,high,"Muck Rack raw date: Feb 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR254,Muck Rack,Därför har Friskis varit med i antidopningsnätverk under flera år,Därför har Friskis varit med i antidopningsnätverk under flera år,2020-02-25,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/mqKqd/darfor-har-friskis-varit-med-i-antidopningsnatverk-under-flera-ar,https://www.svt.se/nyheter/lokalt/jonkoping/friskis,original_url_found,verified_original,DG263,unique,high,"Muck Rack raw date: Feb 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR255,Muck Rack,Varning för maskerad man sprids på Facebook - polisen: ”Vi har fått in en anmälan”,Varning för maskerad man sprids på Facebook – polisen: ”Vi har fått in en anmälan”,2020-02-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/m4Az8/varning-for-maskerad-man-sprids-pa-facebook-polisen-vi-har-fatt-in-en-anmalan,https://www.svt.se/nyheter/lokalt/jonkoping/varning-for-maskerad-man-sprids-pa-facebook-finns-ingen-anmalan-bara-rykten,original_url_found,verified_original,DG264,unique,high,"Muck Rack raw date: Feb 20, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR256,Muck Rack,Huskvarnabyggnad kan vinna arkitekturpris,Huskvarnabyggnad kan vinna arkitekturpris,2020-02-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/mKjGW/huskvarnabyggnad-kan-vinna-arkitekturpris,https://www.svt.se/nyheter/lokalt/jonkoping/huskvarnabyggnad-kan-vinna-arkitekturpris,original_url_found,verified_original,DG265,unique,high,"Muck Rack raw date: Feb 18, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR257,Muck Rack,Nu ska provkit mot cancer komma som brev,Nu ska provkit mot cancer komma som brev,2020-02-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/mBNsO/nu-ska-provkit-mot-cancer-komma-som-brev,https://www.svt.se/nyheter/lokalt/jonkoping/nu-ska-provkit-mot-cancer-komma-som-brev,original_url_found,verified_original,DG266,unique,high,"Muck Rack raw date: Feb 18, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR258,Muck Rack,Kastade hett spaghettivatten mot man - fick svår brännskada,Kastade hett spaghettivatten mot man – fick svår brännskada,2020-02-08,Sveriges Television,By Simon Fredling; Charlotte Göransson,Simon Fredling,https://muckrack.com/link/SFOVV/kastade-hett-spaghettivatten-mot-man-fick-svar-brannskada,https://www.svt.se/nyheter/lokalt/jonkoping/kvinna-kastade-kastrull-med-spagetti-mot-man-fick-svar-brannskada,original_url_found,verified_original,DG267,unique,high,"Muck Rack raw date: Feb 08, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR259,Muck Rack,Länets vårdcentraler får högt betyg av patienter,Länets vårdcentraler får högt betyg av patienter,2020-02-06,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/SAyjO/lanets-vardcentraler-far-hogt-betyg-av-patienter,https://www.svt.se/nyheter/lokalt/jonkoping/lanets-vardcentraler-far-hogt-betyg-av-patienter,original_url_found,verified_original,DG268,unique,high,"Muck Rack raw date: Feb 06, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR260,Muck Rack,Livsmedelsverket om alternativ till kött: ”Positivt men behövs inte”,Livsmedelsverket om alternativ till kött: ”Positivt men behövs inte”,2020-01-30,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/STk9m/livsmedelsverket-om-alternativ-till-kott-positivt-men-behovs-inte,https://www.svt.se/nyheter/lokalt/jonkoping/livsmedelsverkets-expert-om-alternativt-kott-positiv-utveckling-men-behovs-inte,original_url_found,verified_original,DG269,unique,high,"Muck Rack raw date: Jan 29, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR261,Muck Rack,Nya fall av stölder ur BMW-bilar - oklart hur brottslingar tog sig in,Nya fall av stölder ur BMW-bilar – oklart hur brottslingar tog sig in,2020-01-26,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/Sopyf/nya-fall-av-stolder-ur-bmw-bilar-oklart-hur-brottslingar-tog-sig-in,https://www.svt.se/nyheter/lokalt/jonkoping/nya-fall-av-stolder-ur-bmw-bilar-oklart-hur-brottslingar-tog-sig-in,original_url_found,verified_original,DG270,unique,high,"Muck Rack raw date: Jan 26, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR262,Muck Rack,Flera anmälda fall av våld mot kvinnor under lördagskvällen,Flera anmälda fall av våld mot kvinnor under lördagskvällen,2020-01-26,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/SpHrE/flera-anmalda-fall-av-vald-mot-kvinnor-under-lordagskvallen,https://www.svt.se/nyheter/lokalt/jonkoping/flera-anmalda-fall-av-vald-mot-kvinnor-igar,original_url_found,verified_original,DG271,unique,high,"Muck Rack raw date: Jan 26, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR263,Muck Rack,Vaggeryds kommun frångick krav vid upphandling - måste göras om,Vaggeryds kommun frångick krav vid upphandling – måste göras om,2020-01-25,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GXXc7/vaggeryds-kommun-frangick-krav-vid-upphandling-maste-goras-om,https://www.svt.se/nyheter/lokalt/jonkoping/vaggeryds-kommun-frangick-krav-vid-upphandling-nu-maste-den-goras-om,original_url_found,verified_original,DG272,unique,high,"Muck Rack raw date: Jan 25, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR264,Muck Rack,Utredning föreslår: Ny mindre biblioteksbuss till Värnamo,Utredning föreslår: Ny mindre biblioteksbuss till Värnamo,2020-01-23,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GM178/utredning-foreslar-ny-mindre-biblioteksbuss-till-varnamo,https://www.svt.se/nyheter/lokalt/jonkoping/utredning-foreslar-ny-mindre-biblioteksbuss-till-varnamo,original_url_found,verified_original,DG273,unique,high,"Muck Rack raw date: Jan 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR265,Muck Rack,Explosioner väntas imorgon - svavel och fosfor grävs upp,Explosioner väntas – svavel och fosfor grävs upp,2020-01-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/G0ueF/explosioner-vantas-imorgon-svavel-och-fosfor-gravs-upp,https://www.svt.se/nyheter/lokalt/jonkoping/mindre-explosioner-vantas-imorgon-nu-gravs-svavel-och-fosfor-upp,original_url_found,verified_original,DG274,unique,high,"Muck Rack raw date: Jan 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR266,Muck Rack,Inget snöfall – nu ställs Stråkenloppet in,Inget snöfall – nu ställs Stråkenloppet in,2020-01-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GqJnO/inget-snofall-nu-stalls-strakenloppet-in,https://www.svt.se/nyheter/lokalt/jonkoping/inget-snofall-nu-stalls-strakenloppet-in,original_url_found,verified_original,DG275,unique,high,"Muck Rack raw date: Jan 21, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR267,Muck Rack,Flera trafikolyckor i länet - en väg avstängd,Flera trafikolyckor i länet – en person till sjukhus med svåra skador,2020-01-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GO7Xv/flera-trafikolyckor-i-lanet-en-vag-avstangd,https://www.svt.se/nyheter/lokalt/jonkoping/flera-trafikolyckor-i-lanet-en-vag-avstangd,original_url_found,verified_original,DG276,unique,high,"Muck Rack raw date: Jan 20, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR268,Muck Rack,Hittade ett ovärdeligt svärd - får ersättning efter 66 år,Hittade ett ovärderligt svärd – får ersättning efter 66 år,2020-01-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GsEpf/hittade-ett-ovardeligt-svard-far-ersattning-efter-66-ar,https://www.svt.se/nyheter/lokalt/jonkoping/han-hittade-ett-ovardeligt-svard-far-ersattning-efter-66-ar,original_url_found,verified_original,DG277,unique,high,"Muck Rack raw date: Jan 18, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR269,Muck Rack,Nu blir Båramo en del av Europas järnvägsnät,Nu blir Båramo en del av Europas järnvägsnät,2020-01-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GvpxM/nu-blir-baramo-en-del-av-europas-jarnvagsnat,https://www.svt.se/nyheter/lokalt/jonkoping/nu-blir-baramo-en-del-av-europas-jarnvagsnat,original_url_found,verified_original,DG278,unique,high,"Muck Rack raw date: Jan 17, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR270,Muck Rack,Utredning om växlingsrånet läggs ner,Utredning om växlingsrånet läggs ner,2020-01-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/Gc7ee/utredning-om-vaxlingsranet-laggs-ner,https://www.svt.se/nyheter/lokalt/jonkoping/utredning-om-vaxlingsranet-stangs,original_url_found,verified_original,DG279,unique,high,"Muck Rack raw date: Jan 17, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR271,Muck Rack,Ny utredning klar – kritiserat förslag om kyld mat läggs fram igen,Ny utredning klar – kritiserat förslag om kyld mat läggs fram igen,2020-01-16,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/G4KJO/ny-utredning-klar-kritiserat-forslag-om-kyld-mat-laggs-fram-igen,https://www.svt.se/nyheter/lokalt/jonkoping/ny-utredning-klar-kritiserat-forslag-om-kyld-mat-laggs-fram-igen,original_url_found,verified_original,DG280,unique,high,"Muck Rack raw date: Jan 16, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR272,Muck Rack,Trafikolycka i Göteborgsbacken - två körfällt avstängda,Trafikolycka i Göteborgsbacken – två körfällt avstängda,2020-01-16,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/G41uO/trafikolycka-i-goteborgsbacken-tva-korfallt-avstangda,https://www.svt.se/nyheter/lokalt/jonkoping/trafikolycka-i-goteborgsbacken-tva-korfallt-avstangda,original_url_found,verified_original,DG281,unique,high,"Muck Rack raw date: Jan 16, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR273,Muck Rack,Trängde sig in och rånade en person i bostad,Trängde sig in och rånade en person i bostad,2020-01-16,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GhS8A/trangde-sig-in-och-ranade-en-person-i-bostad,https://www.svt.se/nyheter/lokalt/jonkoping/trangde-sig-in-och-ranade-en-person-i-bostad,original_url_found,verified_original,DG282,unique,high,"Muck Rack raw date: Jan 16, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR274,Muck Rack,Telefonproblem hos polisen på 114 14,Telefonproblem hos polisen löst,2020-01-16,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GhAe9/telefonproblem-hos-polisen-pa-114-14,https://www.svt.se/nyheter/lokalt/jonkoping/telefonproblem-hos-polisen-pa-114-14,original_url_found,verified_original,DG283,unique,high,"Muck Rack raw date: Jan 16, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR275,Muck Rack,Så kan krogmordet i Gislaved gått till,Så kan krogmordet i Gislaved ha gått till,2020-01-09,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/GzJe1/sa-kan-krogmordet-i-gislaved-gatt-till,https://www.svt.se/nyheter/lokalt/jonkoping/sa-kan-krogmordet-i-gislaved-gatt-till,original_url_found,verified_original,DG284,unique,high,"Muck Rack raw date: Jan 09, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR276,Muck Rack,Fribiljetter till filmserie när Vetlanda fyller 100 år,Fribiljetter till filmserie när Vetlanda fyller 100 år,2020-01-07,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PmWXX/fribiljetter-till-filmserie-nar-vetlanda-fyller-100-ar,https://www.svt.se/nyheter/lokalt/jonkoping/fribiljetter-till-filmserie-nar-vetlanda-fyller-100-ar,original_url_found,verified_original,DG285,unique,high,"Muck Rack raw date: Jan 07, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR277,Muck Rack,Bil voltade - tre till sjukhus efter trafikolycka,Bil voltade – tre till sjukhus,2020-01-02,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PWOGM/bil-voltade-tre-till-sjukhus-efter-trafikolycka,https://www.svt.se/nyheter/lokalt/jonkoping/tre-till-sjukhus-efter-trafikolycka-19,original_url_found,verified_original,DG286,unique,high,"Muck Rack raw date: Jan 02, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR278,Muck Rack,Misstänkt rånare skadades vid ingripande på Asecs,Misstänkt tjuv skadades vid ingripande på Asecs,2020-01-02,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PWfWX/misstankt-ranare-skadades-vid-ingripande-pa-asecs,https://www.svt.se/nyheter/lokalt/jonkoping/misstankt-ranare-skadades-vid-ingripande-pa-asecs,original_url_found,verified_original,DG287,unique,high,"Muck Rack raw date: Jan 02, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR279,Muck Rack,Tre bilar brann i natt,Tre bilar brann under natten till tisdag,2019-12-31,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PARwJ/tre-bilar-brann-i-natt,https://www.svt.se/nyheter/lokalt/jonkoping/tre-bilar-brann-inatt-1,original_url_found,verified_original,DG288,unique,medium,"Muck Rack raw date: Dec 31, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: URL-slug, källa, datum/byline och hämtad originaltitel matchar publiceringsposten; aktuell originaltitel är 'Tre bilar brann under natten till tisdag'."
MR280,Muck Rack,Anna Anvegård är Årets Smålänning,Anna Anvegård är Årets Smålänning,2019-12-30,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PdqyM/anna-anvegard-ar-arets-smalanning,https://www.svt.se/nyheter/lokalt/jonkoping/hon-ar-arets-smalanning,original_url_found,verified_original,DG289,unique,high,"Muck Rack raw date: Dec 30, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR281,Muck Rack,Tekniska problem med lokala nyhetssändningar,Tekniska problem med lokala nyhetssändningar,2019-12-27,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/P76K9/tekniska-problem-med-lokala-nyhetssandningar,https://www.svt.se/nyheter/lokalt/jonkoping/tekniska-problem-med-lokala-nyhetssandningar-1,original_url_found,verified_original,DG290,unique,high,"Muck Rack raw date: Dec 27, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR282,Muck Rack,J-Södra ska ha betalat miljonskuld till Kronofogden,J-Södra ska ha betalat miljonskuld till Kronofogden,2019-12-27,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PZPy6/j-sodra-ska-ha-betalat-miljonskuld-till-kronofogden,https://www.svt.se/nyheter/lokalt/jonkoping/j-sodra-ska-ha-betalat-miljonskuld-till-kronofogden,original_url_found,verified_original,DG291,unique,high,"Muck Rack raw date: Dec 27, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR283,Muck Rack,Länstrafiken: ”Inga kontanter på bussar eller tåg ”,Länstrafiken: ”Inga kontanter på bussar eller tåg ”,2019-12-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PrVyF/lanstrafiken-inga-kontanter-pa-bussar-eller-tag,https://www.svt.se/nyheter/lokalt/jonkoping/lanstrafiken-inga-kontanter-pa-bussar-eller-tag,original_url_found,verified_original,DG292,unique,high,"Muck Rack raw date: Dec 21, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR284,Muck Rack,Mordbrännare hotade åklagare – ny polisutredning tas upp,Mordbrännare hotade åklagare – ny polisutredning tas upp,2019-12-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PTc5F/mordbrannare-hotade-aklagare-ny-polisutredning-tas-upp,https://www.svt.se/nyheter/lokalt/jonkoping/mordbrannare-hotade-aklagare-ny-polisutredning-tas-upp,original_url_found,verified_original,DG293,unique,high,"Muck Rack raw date: Dec 20, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR285,Muck Rack,Ny motocross och enduro-gymnasieutbildning utreds,Ny motocross och enduro-gymnasieutbildning utreds,2019-12-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/P1Wis/ny-motocross-och-enduro-gymnasieutbildning-utreds,https://www.svt.se/nyheter/lokalt/jonkoping/ny-motocross-och-enduro-gymnasieutbildning-utreds,original_url_found,verified_original,DG294,unique,high,"Muck Rack raw date: Dec 19, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR286,Muck Rack,Jönköpings län får mest klimatklivspengar per invånare i landet,Jönköpings län får mest klimatklivspengar per invånare i landet,2019-12-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/PRWe6/jonkopings-lan-far-mest-klimatklivspengar-per-invanare-i-landet,https://www.svt.se/nyheter/lokalt/jonkoping/jonkopings-lan-far-mest-klimatklivspengar-per-invanare,original_url_found,verified_original,DG295,unique,high,"Muck Rack raw date: Dec 18, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR287,Muck Rack,Flera fordon i trafikolycka,Flera trafikolyckor – tre till sjukhus med ambulans,2019-12-06,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/EcRAO/flera-fordon-i-trafikolycka,https://www.svt.se/nyheter/lokalt/jonkoping/flera-fordon-i-trafikolycka-33,original_url_found,verified_original,DG296,unique,medium,"Muck Rack raw date: Dec 06, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: URL-slug, källa, datum/byline och hämtad originaltitel matchar publiceringsposten; aktuell originaltitel är 'Flera trafikolyckor – tre till sjukhus med ambulans'."
MR288,Muck Rack,Finansministern besöker Huskvarna,Finansministern besöker Huskvarna,2019-12-06,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/E7iUG/finansministern-besoker-huskvarna,https://www.svt.se/nyheter/lokalt/jonkoping/finansministern-besoker-huskvarna,original_url_found,verified_original,DG297,unique,high,"Muck Rack raw date: Dec 06, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR289,Muck Rack,Hon blev årets Lucia,Hon blev årets Lucia,2019-12-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ElyuB/hon-blev-arets-lucia,https://www.svt.se/nyheter/lokalt/jonkoping/hon-blev-arets-lucia,original_url_found,verified_original,DG298,unique,high,"Muck Rack raw date: Dec 01, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR290,Muck Rack,Andreas Jankevics lämnar J-Södra,Andreas Jankevics lämnar J-Södra,2019-12-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ETI7a/andreas-jankevics-lamnar-j-sodra,https://www.svt.se/nyheter/lokalt/jonkoping/andreas-jankevics-lamnar-j-sodra,original_url_found,verified_original,DG299,unique,high,"Muck Rack raw date: Dec 01, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR291,Muck Rack,Nu börjar Nordens största Fortnite-tävling - i Jönköping,Nu börjar Nordens största Fortnite-tävling – i Jönköping,2019-11-29,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ELVDv/nu-borjar-nordens-storsta-fortnite-tavling-i-jonkoping,https://www.svt.se/nyheter/lokalt/jonkoping/nu-borjar-nordens-storsta-fortnite-tavling-i-jonkoping,original_url_found,verified_original,DG300,unique,high,"Muck Rack raw date: Nov 29, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR292,Muck Rack,Värnamo kommun vill göra landsbygdsskolorna mindre,Värnamo kommun vill göra landsbygdsskolorna mindre,2019-11-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/5O429/varnamo-kommun-vill-gora-landsbygdsskolorna-mindre,https://www.svt.se/nyheter/lokalt/jonkoping/varnamos-kommun-vill-gora-landsbygdsskolorna-mindre,original_url_found,verified_original,DG301,unique,high,"Muck Rack raw date: Nov 20, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR293,Muck Rack,De protesterar mot politikernas förslag,De protesterar mot politikernas förslag,2019-11-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/5O4Op/de-protesterar-mot-politikernas-forslag,https://www.svt.se/nyheter/lokalt/jonkoping/de-protesterar-mot-politikernas-forslag,original_url_found,verified_original,DG302,unique,high,"Muck Rack raw date: Nov 20, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR294,Muck Rack,BMW-ägare utsatt för stöld - andra gången på en månad,BMW-ägare utsatt för stöld – andra gången på en månad,2019-11-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/5sRYp/bmw-agare-utsatt-for-stold-andra-gangen-pa-en-manad,https://www.svt.se/nyheter/lokalt/jonkoping/bmw-agare-utsatt-for-stold-andra-gangen-pa-en-manad,original_url_found,verified_original,DG303,unique,high,"Muck Rack raw date: Nov 18, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
